,0,1,2,3
0,20.0,10,16.37995624623727,20676.519999999997
0,20.0,12,10.854896368984816,21304.92
0,20.0,15,12.902802759199403,18640.160000000003
0,20.0,16,7.975231965609405,17426.479999999996
0,20.0,13,8.885197090986185,15187.699999999997
0,20.0,18,9.322629868774674,18608.260000000002
0,20.0,14,6.514109663642012,21613.740000000005
0,20.0,17,4.724040782335214,17937.259999999995
0,20.0,19,0.0,19033.0
0,21.0,0,25.37784307591855,16391.380000000012
0,21.0,1,23.271302995070677,19988.97999999999
0,21.0,3,19.171292081247145,17801.980000000003
0,21.0,2,21.990193502617768,13898.8
0,21.0,5,27.551003625732857,17121.41999999999
0,21.0,4,20.69804270589508,15953.460000000001
0,21.0,6,23.780127132647955,14818.400000000001
0,21.0,8,23.06626709845972,17229.040000000015
0,21.0,7,18.078799532098703,22376.800000000003
0,21.0,9,19.52964682335898,20295.64
0,21.0,11,19.036163861956446,17444.620000000003
0,21.0,10,17.713168062828483,20478.379999999997
0,21.0,12,12.796708068824124,21158.4
0,21.0,15,14.331413070228882,18486.440000000002
0,21.0,16,8.142882092997011,17356.359999999993
0,21.0,13,10.30541910615284,15076.539999999997
0,21.0,18,11.609860781114548,18470.160000000003
0,21.0,14,8.585257708700373,21515.440000000002
0,21.0,17,6.083678293018601,17874.119999999995
0,21.0,19,1.698734757490456,19016.440000000002
0,22.0,0,24.958066224723638,16194.14000000001
0,22.0,1,23.17415248077256,19793.319999999985
0,22.0,3,19.676819559750207,17617.960000000006
0,22.0,2,21.80092965884949,13718.880000000001
0,22.0,5,29.2188388502539,16784.639999999992
0,22.0,4,20.431095769356638,15788.860000000002
0,22.0,6,19.280127132647955,14818.400000000001
0,22.0,8,24.67622910849408,16948.100000000013
0,22.0,7,19.97632131879312,22144.940000000002
0,22.0,9,22.047626098188832,20017.42
0,22.0,11,21.44905862181913,17176.940000000002
0,22.0,10,19.143540106411095,20258.159999999996
0,22.0,12,15.072460447055969,20977.32
0,22.0,15,16.0438817957649,18306.64
0,22.0,16,8.830147055631082,17272.77999999999
0,22.0,13,12.130580250057392,14939.939999999999
0,22.0,18,14.135967786540277,18295.780000000006
0,22.0,14,11.129222308425232,21379.480000000003
0,22.0,17,7.767659493628889,17789.499999999993
0,22.0,19,3.1386650813277805,18984.420000000006
0,22.0,21,0.0,16908.0
0,23.0,0,25.00558484850689,15976.340000000011
0,23.0,1,23.70805728422371,19568.219999999987
0,23.0,3,19.492705198056125,17458.58000000001
0,23.0,2,22.72982879771269,13488.52
0,23.0,5,24.7188388502539,16779.439999999995
0,23.0,4,20.876658581437244,15595.100000000004
0,23.0,6,19.024115117533416,14665.34
0,23.0,8,27.12079416983419,16604.080000000016
0,23.0,7,21.182901563867897,21920.600000000006
0,23.0,9,24.384077751044448,19714.54
0,23.0,11,21.959022073778506,16970.200000000004
0,23.0,10,21.06685524391942,20010.64
0,23.0,12,16.584302973830823,20796.339999999997
0,23.0,15,17.376924176421017,18121.58
0,23.0,16,8.059382812237878,17216.819999999992
0,23.0,13,14.264029255183413,14770.899999999998
0,23.0,18,16.627085791016,18089.820000000007
0,23.0,14,13.179521001758985,21226.300000000003
0,23.0,17,10.289315852359868,17664.639999999992
0,23.0,19,4.592816435312852,18936.660000000003
0,23.0,21,2.493169448245317,16882.0
0,23.0,20,0.0,20469.0
0,24.0,0,25.75791076789382,15720.860000000011
0,24.0,1,23.06713603032646,19395.999999999985
0,24.0,3,19.390957178017185,17297.26000000001
0,24.0,2,21.87043317438918,13327.279999999999
0,24.0,5,20.2188388502539,16779.439999999995
0,24.0,4,20.28093210901849,15443.260000000004
0,24.0,6,18.960258614654936,14506.52
0,24.0,8,29.53047259745312,16228.620000000017
0,24.0,7,21.569414317188755,21722.100000000006
0,24.0,9,24.208210906188537,19513.440000000002
0,24.0,11,20.992319481545312,16826.780000000006
0,24.0,10,22.925609753536996,19744.14
0,24.0,12,18.383471966804688,20586.759999999995
0,24.0,15,19.274579068389723,17898.08
0,24.0,16,9.014784514672634,17127.719999999994
0,24.0,13,16.845421746768988,14549.939999999999
0,24.0,18,17.93966887407005,17898.98000000001
0,24.0,14,15.772821359429509,21029.120000000003
0,24.0,17,11.756709258211776,17538.59999999999
0,24.0,19,6.2404567905468875,18869.5
0,24.0,21,4.2670279567595575,16836.300000000003
0,24.0,20,2.172161094285548,20446.940000000002
0,25.0,0,25.997949640683412,15485.180000000011
0,25.0,1,23.33472164916699,19185.119999999988
0,25.0,3,19.635133651485727,17122.20000000001
0,25.0,2,21.823786659900797,13142.039999999997
0,25.0,5,19.215751503788574,16650.139999999992
0,25.0,4,20.30718518419441,15268.620000000004
0,25.0,6,19.337298224900202,14329.920000000002
0,25.0,8,25.03047259745312,16222.820000000018
0,25.0,7,21.516267167218,21539.500000000007
0,25.0,9,19.708210906188537,19513.440000000002
0,25.0,11,21.229106636094112,16637.120000000003
0,25.0,10,24.818034110916784,19450.300000000003
0,25.0,12,20.711431362051268,20332.399999999994
0,25.0,15,20.817769209970724,17667.060000000005
0,25.0,16,8.616867420125331,17061.939999999995
0,25.0,13,19.25025350442156,14294.279999999999
0,25.0,18,19.56373763051816,17679.060000000012
0,25.0,14,17.348277016333306,20837.780000000006
0,25.0,17,13.805228017037734,17377.87999999999
0,25.0,19,8.284843034925872,18775.08
0,25.0,21,6.1797854417702185,16767.82
0,25.0,20,4.09745499487035,20402.58
0,26.0,0,25.6965062976792,15274.96000000001
0,26.0,1,22.803056292407078,19010.65999999999
0,26.0,3,18.63309985604609,16997.100000000013
0,26.0,2,22.838954458072546,12907.419999999998
0,26.0,5,20.39848601532512,16435.73999999999
0,26.0,4,21.222664609931112,15055.020000000006
0,26.0,6,19.377108602073328,14164.000000000004
0,26.0,8,22.81880297874324,16117.800000000017
0,26.0,7,21.111505147046383,21374.22000000001
0,26.0,9,19.261149253218967,19364.800000000003
0,26.0,11,20.978087743795662,16466.300000000003
0,26.0,10,26.87314095154871,19126.08
0,26.0,12,23.225067948819824,20038.519999999997
0,26.0,15,23.033935263706375,17385.660000000003
0,26.0,16,8.439427758428778,16994.219999999994
0,26.0,13,20.65139251416549,14068.259999999998
0,26.0,18,20.13868507137843,17486.48000000001
0,26.0,14,19.019270302634688,20624.280000000006
0,26.0,17,15.971380550018512,17188.039999999994
0,26.0,19,9.683187089068817,18672.800000000003
0,26.0,21,8.274383414071053,16673.0
0,26.0,20,5.562806682055816,20344.240000000005
0,26.0,22,0.0,19199.0
0,27.0,0,25.68864173751562,15053.060000000009
0,27.0,1,23.394817489161017,18786.359999999986
0,27.0,3,19.137042660620125,16818.400000000016
0,27.0,2,22.87550315036322,12709.939999999999
0,27.0,5,20.247304087047173,16268.639999999992
0,27.0,4,20.96563858255528,14878.960000000005
0,27.0,6,18.23920596494461,14046.140000000003
0,27.0,8,23.08389840050116,15909.340000000018
0,27.0,7,21.58920255240516,21172.40000000001
0,27.0,9,20.077861601288962,19166.440000000002
0,27.0,11,21.704297990123926,16251.920000000002
0,27.0,10,28.34389235016425,18809.260000000002
0,27.0,12,24.810747267971504,19759.359999999993
0,27.0,15,25.381259639398202,17068.200000000004
0,27.0,16,8.216436150322247,16928.979999999996
0,27.0,13,22.810918396059424,13790.64
0,27.0,18,20.717980301290236,17289.640000000014
0,27.0,14,20.56895186461043,20396.520000000004
0,27.0,17,17.893582833348777,16980.899999999994
0,27.0,19,11.764806723245421,18536.14
0,27.0,21,10.573251469596288,16547.620000000003
0,27.0,20,7.038367636641487,20269.780000000006
0,27.0,22,1.8278145225252955,19180.980000000003
0,28.0,0,25.40181680666055,14845.500000000007
0,28.0,1,23.181837890491682,18595.919999999984
0,28.0,3,19.096878327224466,16657.680000000015
0,28.0,2,22.842293345079522,12515.5
0,28.0,5,19.315625459522646,16136.139999999992
0,28.0,4,20.813845085732343,14706.780000000004
0,28.0,6,18.423649660764546,13884.280000000002
0,28.0,8,21.86632576271407,15768.600000000017
0,28.0,7,21.521748143038685,20990.90000000001
0,28.0,9,20.026220792008164,18997.9
0,28.0,11,21.643959747166555,16069.220000000001
0,28.0,10,28.317191055076893,18563.520000000004
0,28.0,12,21.88349742355927,19689.159999999996
0,28.0,15,26.898836794355894,16766.760000000002
0,28.0,16,9.00314181368011,16842.339999999997
0,28.0,13,25.317525827488865,13468.68
0,28.0,18,20.453730853510503,17124.740000000013
0,28.0,14,22.41852511954494,20136.58
0,28.0,17,19.67237217377406,16756.179999999993
0,28.0,19,14.134231815370732,18364.879999999997
0,28.0,21,12.994182740827089,16389.880000000005
0,28.0,20,8.572986030532046,20177.840000000004
0,28.0,22,3.505731522617862,19144.22
0,29.0,0,24.79089291251502,14657.980000000007
0,29.0,1,23.887898037567595,18362.039999999986
0,29.0,3,18.974969301470615,16500.640000000014
0,29.0,2,22.183090930049072,12351.080000000002
0,29.0,5,20.332898601478604,15928.55999999999
0,29.0,4,21.277790948546194,14508.440000000004
0,29.0,6,19.02896336385636,13703.380000000001
0,29.0,8,21.511832236134158,15598.020000000015
0,29.0,7,21.07738575192631,20826.420000000006
0,29.0,9,19.19885229669751,18862.68
0,29.0,11,21.90203421814851,15870.14
0,29.0,10,23.988868415897127,18551.000000000007
0,29.0,12,22.617046502718544,19467.439999999995
0,29.0,15,28.43720640721732,16445.520000000004
0,29.0,16,9.13954055151115,16764.039999999994
0,29.0,13,27.875325573864398,13106.619999999999
0,29.0,18,20.27702254136414,16958.280000000013
0,29.0,14,23.876940044108782,19873.560000000005
0,29.0,17,21.608538552932448,16502.539999999994
0,29.0,19,16.216670873179105,18174.0
0,29.0,21,14.73047593901865,16224.800000000003
0,29.0,20,10.329216183861716,20063.18
0,29.0,22,5.898312230338343,19075.940000000002
0,29.0,23,0.0,20910.0
0,30.0,0,25.15108452280755,14425.560000000009
0,30.0,1,23.781374060533803,18161.939999999988
0,30.0,3,18.93421910824726,16341.300000000016
0,30.0,2,22.562545344246317,12142.060000000001
0,30.0,5,19.874085978636224,15775.39999999999
0,30.0,4,21.35691565271251,14323.220000000003
0,30.0,6,19.334996877760908,13529.100000000002
0,30.0,8,21.657233560806056,15407.600000000017
0,30.0,7,21.76423679715951,20613.240000000005
0,30.0,9,19.795456587558213,18674.440000000002
0,30.0,11,21.319030428356676,15709.720000000001
0,30.0,10,24.841190534929158,18300.740000000005
0,30.0,12,21.658954318563296,19318.759999999995
0,30.0,15,29.603276917483385,16126.960000000003
0,30.0,16,8.261381175836128,16708.319999999992
0,30.0,13,30.198600326385357,12725.879999999997
0,30.0,18,21.00125379367121,16752.680000000015
0,30.0,14,22.1053301053648,19754.100000000006
0,30.0,17,23.8990015547257,16207.159999999993
0,30.0,19,18.68584527445492,17941.82
0,30.0,21,17.04436601300258,16017.720000000001
0,30.0,20,12.7379524808377,19908.9
0,30.0,22,7.558603108720854,18993.9
0,30.0,23,1.3475063564721494,20897.260000000002
0,30.0,24,0.0,16246.0
0,30.0,25,0.0,16977.0
0,31.0,0,25.962917014488532,14165.320000000007
0,31.0,1,23.64917297627204,17963.939999999988
0,31.0,3,18.949980444908203,16180.000000000016
0,31.0,2,22.538505940757457,11949.82
0,31.0,5,19.88061372787569,15606.099999999991
0,31.0,4,21.308613380238118,14143.160000000002
0,31.0,6,18.625663321196384,13394.220000000001
0,31.0,8,21.8031977406057,15215.800000000017
0,31.0,7,21.751416564150684,20423.340000000004
0,31.0,9,19.62761726923061,18513.28
0,31.0,11,21.288333203508703,15524.760000000002
0,31.0,10,24.68232373388612,18094.380000000005
0,31.0,12,22.221643955117866,19107.439999999995
0,31.0,15,28.50179856396812,15924.580000000002
0,31.0,16,8.131124159671877,16642.439999999995
0,31.0,13,28.824223165239662,12543.559999999998
0,31.0,18,21.16904833051697,16563.780000000013
0,31.0,14,22.34137744501374,19553.860000000008
0,31.0,17,25.757390414387928,15904.459999999992
0,31.0,19,20.072718267655006,17724.72
0,31.0,21,18.68773020799272,15809.04
0,31.0,20,14.813730091787871,19735.36
0,31.0,22,9.760241771885195,18879.840000000004
0,31.0,23,2.9839034330798313,20866.440000000002
0,31.0,24,1.985574182169512,16226.16
0,31.0,25,1.9409085268154742,16957.68
0,31.0,26,0.0,18051.0
0,32.0,0,24.788294174566445,14002.600000000006
0,32.0,1,23.017368188136118,17791.65999999999
0,32.0,3,18.436361638810546,16040.240000000018
0,32.0,2,22.404112598801728,11762.579999999998
0,32.0,5,19.279508213124878,15462.51999999999
0,32.0,4,20.881197577954904,13980.540000000003
0,32.0,6,19.027094307389394,13219.800000000003
0,32.0,8,20.631365918746454,15082.560000000016
0,32.0,7,21.226975898141944,20261.480000000003
0,32.0,9,20.3497036747053,18315.28
0,32.0,11,21.108214059779606,15345.840000000004
0,32.0,10,23.971490562480287,17917.9
0,32.0,12,21.689699217604318,18942.1
0,32.0,15,28.632403235166063,15668.120000000003
0,32.0,16,7.882142760023985,16580.239999999998
0,32.0,13,24.569276921641723,12526.339999999997
0,32.0,18,20.962163010871453,16392.540000000015
0,32.0,14,22.32691682167958,19363.280000000006
0,32.0,17,28.28682195979637,15540.679999999993
0,32.0,19,22.311150051606827,17451.9
0,32.0,21,20.908098236355002,15555.48
0,32.0,20,17.094971909979357,19528.64
0,32.0,22,11.325614508730359,18756.880000000005
0,32.0,23,5.435045498749241,20803.620000000003
0,32.0,24,3.67485518262256,16187.46
0,32.0,25,3.358143802382984,16923.379999999997
0,32.0,26,2.054577253223397,18030.339999999997
0,33.0,0,26.03350593659333,13723.060000000005
0,33.0,1,23.004473101192946,17594.939999999988
0,33.0,3,19.661844769637163,15833.200000000017
0,33.0,2,22.956745101501,11544.239999999998
0,33.0,5,20.18907464024023,15259.939999999988
0,33.0,4,21.082275755501055,13792.600000000004
0,33.0,6,18.292318899381257,13088.300000000003
0,33.0,8,20.016574051623923,14933.720000000016
0,33.0,7,22.322267606249053,20029.560000000005
0,33.0,9,20.09968166783226,18152.9
0,33.0,11,21.235684474911725,15156.860000000004
0,33.0,10,24.29309524112821,17695.560000000005
0,33.0,12,21.915747718626477,18746.260000000002
0,33.0,15,29.532604823499646,15364.680000000004
0,33.0,16,8.28275406106985,16505.699999999997
0,33.0,13,20.64836295589776,12502.139999999996
0,33.0,18,20.868002580481996,16215.880000000016
0,33.0,14,22.89112066859986,19145.160000000003
0,33.0,17,29.766468650870966,15205.939999999991
0,33.0,19,23.660083949705594,17194.86
0,33.0,21,21.355477867607608,15356.96
0,33.0,20,18.46273985146545,19330.260000000002
0,33.0,22,12.903251077071763,18616.000000000007
0,33.0,23,7.007953352062032,20728.560000000005
0,33.0,24,6.203002971434035,16114.239999999998
0,33.0,25,5.680048060254196,16858.0
0,33.0,26,4.09239466956351,17985.64
0,33.0,27,0.0,15853.0
0,34.0,0,25.00632062323629,13552.280000000006
0,34.0,1,23.949340781950255,17350.97999999999
0,34.0,3,18.544900268577102,15712.580000000018
0,34.0,2,22.60591487126774,11364.339999999997
0,34.0,5,19.430391828933438,15120.599999999988
0,34.0,4,21.328513757123314,13601.560000000003
0,34.0,6,19.233704634533545,12894.740000000002
0,34.0,8,21.232777727934653,14709.560000000016
0,34.0,7,21.667031688196555,19869.100000000006
0,34.0,9,19.435646549996523,18010.260000000002
0,34.0,11,21.571383225247448,14957.920000000006
0,34.0,10,23.746645008447782,17513.920000000006
0,34.0,12,21.38550643992781,18583.32
0,34.0,15,28.837376209679718,15147.540000000005
0,34.0,16,8.840949241352778,16423.839999999997
0,34.0,13,20.7479522603142,12321.139999999996
0,34.0,18,20.880518378716378,16037.380000000016
0,34.0,14,21.85433963258426,18998.04
0,34.0,17,30.146681142467305,14920.519999999993
0,34.0,19,26.081458836072134,16865.0
0,34.0,21,21.274594130489625,15178.32
0,34.0,20,20.96734327753075,19066.96
0,34.0,22,14.565091883856802,18454.48000000001
0,34.0,23,8.55978760269936,20636.560000000005
0,34.0,24,8.355481969728135,16017.82
0,34.0,25,7.50803256838117,16774.68
0,34.0,26,5.796383559470997,17923.059999999998
0,34.0,27,2.4282838820479813,15827.8
0,34.0,28,0.0,23803.0
0,35.0,0,25.05911533492389,13333.760000000006
0,35.0,1,23.71510628385828,17156.69999999999
0,35.0,3,19.23822363389662,15526.860000000017
0,35.0,2,22.857490333671446,11158.579999999998
0,35.0,5,19.78864109519281,14940.319999999989
0,35.0,4,20.78006139554333,13443.660000000002
0,35.0,6,18.4060409507121,12765.420000000002
0,35.0,8,20.30468705262527,14569.680000000015
0,35.0,7,22.036823845258887,19666.780000000006
0,35.0,9,19.573020207474542,17839.340000000004
0,35.0,11,21.215705522946266,14786.960000000006
0,35.0,10,23.664913415189332,17313.880000000005
0,35.0,12,22.03277985576711,18370.800000000003
0,35.0,15,28.581036627484213,14910.580000000005
0,35.0,16,8.440986799915832,16359.439999999995
0,35.0,13,20.96936857938272,12134.379999999997
0,35.0,18,21.26286465297774,15837.740000000016
0,35.0,14,22.96051208333253,18758.700000000004
0,35.0,17,30.565782096571517,14620.679999999993
0,35.0,19,27.123694754416853,16582.0
0,35.0,21,20.74478564824129,15020.560000000001
0,35.0,20,22.9039858147502,18796.46
0,35.0,22,16.697839048295283,18256.40000000001
0,35.0,23,11.0016450433759,20503.72000000001
0,35.0,24,8.479924735446978,15945.380000000001
0,35.0,25,8.842650324641728,16679.739999999998
0,35.0,26,8.116535616177135,17827.839999999997
0,35.0,27,4.449562294594944,15778.96
0,35.0,28,1.5766556177986786,23787.78
0,35.0,30,0.0,20655.0
0,35.0,31,0.0,21049.0
0,36.0,0,25.398530537213713,13099.440000000006
0,36.0,1,23.37195151728471,16969.859999999993
0,36.0,3,19.481780277779386,15353.320000000016
0,36.0,2,22.285629159061937,10989.879999999997
0,36.0,5,20.4191442625678,14744.71999999999
0,36.0,4,20.736795556645543,13268.44
0,36.0,6,19.00876434700219,12584.800000000003
0,36.0,8,20.56313403606859,14385.520000000015
0,36.0,7,21.88790312332564,19485.240000000005
0,36.0,9,19.37207133536001,17681.500000000007
0,36.0,11,21.461848751576802,14594.680000000008
0,36.0,10,22.161658917576382,17183.22
0,36.0,12,22.03452599364969,18182.340000000004
0,36.0,15,29.07388914507414,14630.720000000005
0,36.0,16,7.953117700015705,16300.079999999994
0,36.0,13,21.031397264105912,11952.739999999998
0,36.0,18,21.128722849165506,15656.960000000017
0,36.0,14,22.99928670554097,18559.920000000006
0,36.0,17,29.80995709838741,14398.299999999992
0,36.0,19,26.31991022115274,16390.54
0,36.0,21,20.620611860562697,14849.32
0,36.0,20,24.67973699814175,18511.379999999997
0,36.0,22,18.21728755887598,18056.72000000001
0,36.0,23,12.988384542008859,20354.040000000008
0,36.0,24,9.0935064013084,15860.34
0,36.0,25,10.349190664943308,16568.479999999996
0,36.0,26,10.133562621031889,17711.739999999998
0,36.0,27,6.940866305213422,15696.939999999999
0,36.0,28,3.671590341092087,23747.9
0,36.0,30,1.3766263060970232,20641.96
0,36.0,31,1.85909427953884,21030.620000000003
0,37.0,0,25.05601536249514,12898.000000000007
0,37.0,1,23.87186367067867,16744.359999999993
