% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
0	0.25	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
0.25	0.5	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
0.25	0.5	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
0.5	0.75	1	1	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
0.5	0.75	2	2	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
0.75	1	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
0.75	1	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
1	1.25	1	1	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
1	1.25	2	2	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
1.25	1.5	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
1.25	1.5	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
1.5	1.75	1	1	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
1.5	1.75	2	2	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
1.75	2	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
1.75	2	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
2	2.25	1	1	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
2	2.25	2	2	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
2.25	2.5	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
2.25	2.5	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
2.5	2.75	1	1	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
2.5	2.75	2	2	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
2.75	3	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
2.75	3	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
3	3.25	1	1	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
3	3.25	2	2	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
3.25	3.5	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
3.25	3.5	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
3.5	3.75	1	1	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
3.5	3.75	2	2	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
3.75	4	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
3.75	4	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
4	4.25	1	1	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
4	4.25	2	2	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
4.25	4.5	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
4.25	4.5	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
4.5	4.75	1	1	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
4.5	4.75	2	2	1	3	6	6324	6	6324	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
4.75	5	1	1	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
4.75	5	2	2	1	3	4	4216	4	4216	0.0119286	0	0.0119286	0.0119286	1054	0	1054	1054	
