% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
0	0.25	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
0.25	0.5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
0.25	0.5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
0.5	0.75	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
0.5	0.75	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
0.75	1	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
0.75	1	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
1	1.25	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
1	1.25	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
1.25	1.5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
1.25	1.5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
1.5	1.75	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
1.5	1.75	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
1.75	2	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
1.75	2	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
2	2.25	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
2	2.25	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
2.25	2.5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
2.25	2.5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
2.5	2.75	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
2.5	2.75	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
2.75	3	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
2.75	3	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
3	3.25	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
3	3.25	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
3.25	3.5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
3.25	3.5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
3.5	3.75	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
3.5	3.75	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
3.75	4	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
3.75	4	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
4	4.25	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
4	4.25	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
4.25	4.5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
4.25	4.5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
4.5	4.75	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
