% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
4.5	4.75	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
4.75	5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
4.75	5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
5	5.25	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
5	5.25	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
5.25	5.5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
5.25	5.5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
5.5	5.75	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
5.5	5.75	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
5.75	6	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
5.75	6	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
6	6.25	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
6	6.25	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
6.25	6.5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
6.25	6.5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
6.5	6.75	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
6.5	6.75	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
6.75	7	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
6.75	7	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
7	7.25	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
7	7.25	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
7.25	7.5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
7.25	7.5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
7.5	7.75	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
7.5	7.75	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
7.75	8	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
7.75	8	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
8	8.25	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
8	8.25	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
8.25	8.5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
8.25	8.5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
8.5	8.75	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
8.5	8.75	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
8.75	9	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
8.75	9	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
9	9.25	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
9	9.25	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
9.25	9.5	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
9.25	9.5	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
9.5	9.75	1	1	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
9.5	9.75	2	2	1	3	6	6336	6	6336	0.003	0	0.003	0.003	1056	0	1056	1056	
9.75	10	1	1	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
9.75	10	2	2	1	3	4	4224	4	4224	0.003	0	0.003	0.003	1056	0	1056	1056	
