% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
2.5	2.75	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
2.5	2.75	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
2.75	3	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
2.75	3	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
3	3.25	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
3	3.25	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
3.25	3.5	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
3.25	3.5	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
3.5	3.75	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
3.5	3.75	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
3.75	4	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
3.75	4	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
4	4.25	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
4	4.25	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
4.25	4.5	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
4.25	4.5	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
4.5	4.75	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
4.5	4.75	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
4.75	5	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
4.75	5	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
5	5.25	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
5	5.25	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
5.25	5.5	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
5.25	5.5	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
5.5	5.75	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
5.5	5.75	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
5.75	6	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
5.75	6	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
6	6.25	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
6	6.25	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
6.25	6.5	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
6.25	6.5	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
6.5	6.75	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
6.5	6.75	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
6.75	7	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
6.75	7	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
7	7.25	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
7	7.25	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
7.25	7.5	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
7.25	7.5	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
7.5	7.75	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
7.5	7.75	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
7.75	8	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
7.75	8	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
8	8.25	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
8	8.25	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
8.25	8.5	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
8.25	8.5	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
8.5	8.75	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
8.5	8.75	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
8.75	9	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
8.75	9	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
9	9.25	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
9	9.25	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
9.25	9.5	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
9.25	9.5	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
9.5	9.75	1	1	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
9.5	9.75	2	2	1	3	3	6336	3	6336	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
9.75	10	1	1	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
9.75	10	2	2	1	3	2	4224	2	4224	0.00471429	0	0.00471429	0.00471429	2112	0	2112	2112	
